,ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
409,9973,1963,49,Undergraduates,Partnered,50437.0,0,2,2012-10-17,28,490,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0
410,7301,1982,30,Masters,Single,23616.0,1,0,2012-11-17,76,79,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1
411,10882,1976,36,Undergraduates,Partnered,53858.0,0,1,2012-11-09,50,915,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
412,7030,1955,58,Doctorates,Partnered,66465.0,0,1,2013-03-30,1,1485,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0
413,7422,1987,25,Undergraduates,Single,46923.0,1,0,2012-08-22,90,369,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0
414,3523,1962,51,Undergraduates,Partnered,75072.0,0,1,2013-01-23,83,1073,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0
415,7106,1943,71,Doctorates,Partnered,75865.0,0,0,2014-03-31,73,1242,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
416,6504,1975,38,Masters,Partnered,19789.0,1,0,2013-11-20,24,78,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0
417,5067,1994,20,Undergraduates,Partnered,80134.0,0,0,2014-02-14,11,1378,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0
418,4216,1981,32,Undergraduates,Single,91065.0,0,0,2013-02-22,33,1474,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1
419,8581,1971,42,Masters,Partnered,49505.0,1,1,2013-03-05,4,751,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0
420,5929,1973,41,Doctorates,Partnered,37401.0,1,0,2014-05-06,14,48,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
421,3129,1983,31,Undergraduates,Partnered,30096.0,1,0,2014-05-22,30,45,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
422,6528,1982,32,Masters,Partnered,18492.0,1,0,2014-06-05,75,10,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0
423,1361,1974,39,Masters,Partnered,82584.0,0,0,2013-06-04,26,1435,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1
424,6932,1941,72,Doctorates,Partnered,93027.0,0,0,2013-04-13,77,2119,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0
425,7284,1953,60,Undergraduates,Partnered,48686.0,1,2,2013-12-04,8,20,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0
426,1340,1986,28,Undergraduates,Partnered,92910.0,0,0,2014-04-24,42,1795,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0
427,8746,1989,25,Undergraduates,Partnered,75433.0,1,0,2014-04-05,28,1188,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0
428,5987,1989,25,Masters,Partnered,10404.0,1,0,2014-05-04,52,43,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0
429,3767,1968,45,Undergraduates,Partnered,61314.0,0,1,2013-04-25,1,1008,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0
430,3725,1961,52,Doctorates,Single,84865.0,0,0,2013-05-09,1,1688,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1
431,4324,1989,23,Undergraduates,Partnered,42387.0,1,0,2012-10-29,42,684,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0
432,238,1967,46,Masters,Partnered,67309.0,1,1,2013-01-23,76,1082,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0
433,6694,1964,49,Undergraduates,Partnered,75236.0,0,1,2013-11-25,27,1068,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0
434,498,1970,44,Undergraduates,Single,30015.0,1,0,2014-02-02,28,57,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
435,9347,1956,57,Masters,Partnered,50943.0,0,1,2013-06-21,49,46,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
436,9699,1966,48,Undergraduates,Single,67272.0,0,1,2013-12-21,12,733,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0
437,10664,1949,64,Masters,Single,51529.0,0,1,2013-09-07,14,467,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0
438,5455,1971,42,Doctorates,Partnered,32011.0,1,0,2013-08-22,89,122,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0
439,456,1986,27,Masters,Partnered,7500.0,1,0,2013-02-07,96,36,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0
440,5012,1989,24,Undergraduates,Partnered,28691.0,1,0,2013-07-04,56,34,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
441,7495,1948,66,Doctorates,Partnered,56223.0,0,1,2013-12-20,72,156,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0
442,5029,1946,67,Undergraduates,Partnered,18100.0,0,0,2013-08-06,14,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0
443,10642,1989,24,Undergraduates,Single,30279.0,1,0,2012-12-30,13,37,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
444,2106,1974,40,Masters,Partnered,20130.0,0,0,2014-03-17,99,34,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
445,10364,1959,54,Undergraduates,Single,23295.0,0,0,2013-07-13,72,20,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0
446,5954,1972,41,Masters,Single,42618.0,1,0,2013-10-09,92,192,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0
447,1137,1964,50,Undergraduates,Single,81246.0,0,0,2013-12-29,87,1379,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0
448,2541,1976,37,Undergraduates,Partnered,24027.0,1,0,2013-06-09,7,48,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
449,1142,1953,61,Doctorates,Partnered,55707.0,0,1,2013-12-22,91,428,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0
450,2276,1955,58,Undergraduates,Single,57959.0,0,1,2013-05-02,71,868,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0
451,2807,1969,44,Undergraduates,Partnered,56796.0,0,1,2013-02-16,24,1001,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
452,6471,1971,42,Masters,Single,36230.0,1,0,2013-10-17,17,59,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0
453,6131,1980,33,Masters,Partnered,70829.0,1,1,2013-12-01,87,431,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0
454,6233,1976,36,Undergraduates,Partnered,65991.0,0,1,2012-09-07,21,971,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0
455,4148,1972,40,Undergraduates,Partnered,38988.0,1,2,2012-08-20,90,348,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0
456,4947,1966,46,Masters,Single,89572.0,0,0,2012-09-15,44,2059,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1
457,3225,1984,29,Masters,Partnered,42207.0,1,0,2013-04-01,71,265,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1
458,7540,1952,62,Undergraduates,Partnered,50300.0,0,1,2014-05-25,52,270,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0
459,10648,1982,30,Masters,Partnered,66664.0,0,0,2012-09-25,78,1289,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0
460,1992,1964,50,Undergraduates,Partnered,60597.0,0,1,2014-01-01,2,893,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1
461,7851,1949,64,Undergraduates,Single,70165.0,0,0,2013-09-22,60,926,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0
462,8594,1958,56,Doctorates,Single,50520.0,0,1,2014-01-28,25,135,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0
463,7059,1963,51,Undergraduates,Partnered,80124.0,0,0,2014-06-26,47,1495,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0
464,2815,1975,39,Undergraduates,Partnered,33183.0,1,0,2014-02-24,46,120,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0
465,2416,1969,45,Doctorates,Single,66582.0,0,0,2014-03-03,83,1288,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0
466,7999,1955,58,Doctorates,Partnered,75261.0,0,0,2013-04-23,17,1743,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1
467,9213,1970,42,Undergraduates,Single,31880.0,1,0,2012-10-31,13,15,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0
468,9697,1951,63,Undergraduates,Partnered,53790.0,0,2,2014-03-06,86,542,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0
469,3916,1971,41,Doctorates,Partnered,49269.0,1,0,2012-08-15,92,890,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0
470,2021,1975,38,Undergraduates,Partnered,61456.0,0,1,2013-03-27,47,1388,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0
471,1581,1980,33,Undergraduates,Partnered,37406.0,1,0,2013-10-10,18,17,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1
472,564,1981,31,Doctorates,Partnered,56937.0,1,0,2012-08-04,81,906,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1
473,6619,1978,35,Undergraduates,Partnered,38415.0,1,1,2013-01-02,91,44,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0
474,9081,1988,26,Undergraduates,Single,20518.0,1,0,2014-05-18,58,25,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0
475,178,1956,57,Undergraduates,Partnered,62503.0,0,1,2013-02-18,40,973,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
476,916,1972,42,Doctorates,Single,41644.0,1,1,2014-05-09,67,31,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0
477,5512,1977,37,Masters,Partnered,55842.0,0,1,2014-05-23,19,518,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0
478,8970,1972,40,Doctorates,Partnered,62010.0,0,1,2012-10-23,93,530,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0
479,10581,1977,35,Undergraduates,Partnered,41124.0,1,0,2012-10-31,41,506,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0
480,5300,1973,41,Masters,Partnered,38961.0,1,0,2013-12-30,60,70,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0
481,5154,1972,41,Masters,Single,37760.0,1,0,2013-08-11,54,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
482,8346,1974,38,Undergraduates,Single,32233.0,1,0,2012-08-19,26,296,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1
483,1676,1975,38,Undergraduates,Partnered,43057.0,0,1,2013-10-30,30,266,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0
484,9286,1960,52,Masters,Partnered,83151.0,0,0,2012-10-10,93,747,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0
485,2426,1964,48,Doctorates,Single,78825.0,0,0,2012-09-14,35,895,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1
486,5172,1976,37,Masters,Partnered,65104.0,0,1,2013-11-14,4,1053,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0
487,5562,1974,39,Undergraduates,Partnered,60093.0,0,1,2013-06-26,92,735,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0
488,3436,1969,45,Undergraduates,Partnered,14045.0,1,0,2014-01-26,24,20,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
489,3921,1952,60,Masters,Single,28457.0,0,0,2012-10-28,96,205,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
490,3403,1958,54,Doctorates,Partnered,78952.0,0,1,2012-09-24,11,2092,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
491,22,1976,36,Undergraduates,Single,46310.0,1,0,2012-12-03,99,309,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
492,10965,1955,58,Undergraduates,Partnered,76005.0,0,0,2013-02-22,72,1722,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0
493,9426,1964,49,Masters,Single,58308.0,0,1,2013-01-12,77,900,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
494,6605,1944,69,Doctorates,Single,55614.0,0,0,2013-11-27,85,682,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0
495,3136,1962,51,Masters,Single,59432.0,0,1,2013-04-13,88,663,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
496,8737,1978,36,Undergraduates,Single,55563.0,0,1,2014-04-05,22,43,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
497,11088,1971,42,Doctorates,Partnered,78642.0,0,1,2013-04-21,83,1816,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
498,716,1949,65,Doctorates,Partnered,67911.0,0,1,2014-05-22,63,976,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
499,466,1944,69,Undergraduates,Partnered,65275.0,0,0,2013-04-03,9,746,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
500,9135,1950,62,Undergraduates,Partnered,27203.0,1,1,2012-08-06,92,64,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
501,10623,1961,52,Masters,Partnered,48330.0,0,1,2013-11-15,2,32,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
502,8151,1990,23,Primary/Secondary,Partnered,24279.0,0,0,2012-12-29,6,263,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
503,5140,1985,27,Doctorates,Partnered,64355.0,1,0,2012-08-24,66,1445,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
504,10160,1956,57,Masters,Partnered,50943.0,0,1,2013-06-21,49,46,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
505,4945,1953,59,Undergraduates,Single,53653.0,0,0,2012-11-07,29,1210,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
506,10584,1976,37,Undergraduates,Partnered,65665.0,0,1,2013-12-02,77,945,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
507,6071,1989,24,Undergraduates,Single,81217.0,0,0,2013-07-19,77,1157,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
508,3386,1992,21,Undergraduates,Partnered,34935.0,0,0,2013-06-21,71,137,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
509,8939,1959,53,Undergraduates,Single,61250.0,0,1,2012-12-16,49,730,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
510,9925,1981,32,Doctorates,Partnered,39665.0,1,0,2013-05-25,97,216,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0
511,4320,1979,34,Undergraduates,Single,60152.0,0,1,2013-03-28,6,943,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
512,5389,1964,49,Undergraduates,Partnered,48920.0,0,2,2013-10-20,93,347,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0
513,6036,1959,55,Masters,Partnered,89120.0,0,0,2014-03-17,78,1924,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0
514,182,1946,67,Doctorates,Partnered,44124.0,0,1,2013-05-11,62,397,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
515,203,1975,38,Masters,Single,81169.0,0,0,2013-04-14,47,2089,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0
516,11025,1961,52,Undergraduates,Partnered,36443.0,1,1,2013-02-03,9,138,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
517,10203,1990,23,Undergraduates,Single,26095.0,1,0,2013-06-30,77,42,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
518,4607,1959,54,Undergraduates,Partnered,71367.0,0,0,2013-08-23,24,777,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
519,3711,1944,70,Masters,Partnered,80184.0,0,0,2014-03-01,19,1902,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0
520,3696,1965,49,Undergraduates,Single,30630.0,1,1,2014-01-27,67,52,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0
521,2532,1987,27,Masters,Single,73454.0,0,0,2014-03-01,95,1651,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0
522,9214,1991,22,Undergraduates,Partnered,42691.0,0,0,2013-08-16,48,358,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0
523,4943,1953,59,Undergraduates,Partnered,70503.0,0,0,2012-09-30,73,1727,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0
524,35,1987,25,Undergraduates,Partnered,25545.0,1,0,2012-09-08,35,210,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1
525,2258,1986,26,Undergraduates,Partnered,32880.0,1,0,2012-12-04,76,42,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
526,4322,1958,55,Doctorates,Partnered,77863.0,0,0,2013-11-27,20,1291,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
527,713,1977,37,Masters,Partnered,50353.0,0,0,2014-06-08,72,442,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0
528,4702,1964,48,Undergraduates,Single,61839.0,0,0,2012-08-12,20,1895,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0
529,3281,1960,53,Doctorates,Partnered,49154.0,1,1,2013-11-03,69,411,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0
530,702,1975,38,Masters,Single,47682.0,0,1,2013-02-15,80,521,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0
531,2004,1969,44,Undergraduates,Single,72679.0,0,1,2013-09-18,65,1168,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
532,4769,1977,37,Masters,Partnered,57954.0,1,1,2014-06-18,52,493,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0
533,4437,1962,51,Undergraduates,Partnered,65316.0,1,1,2013-04-24,65,260,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
534,8724,1982,31,Undergraduates,Single,28567.0,1,0,2013-06-17,57,46,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0
535,10741,1951,62,Masters,Partnered,47352.0,0,1,2013-04-11,70,319,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
536,1991,1967,47,Undergraduates,Partnered,44931.0,0,1,2014-01-18,0,96,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
537,6931,1967,47,Undergraduates,Single,76982.0,0,0,2014-02-15,19,1062,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1
538,11096,1952,61,Masters,Partnered,57247.0,0,1,2013-08-08,50,232,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0
539,304,1981,32,Masters,Single,22944.0,1,0,2013-12-23,67,76,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0
540,3665,1977,36,Masters,Partnered,25315.0,1,0,2013-11-07,46,54,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0
541,10591,1969,43,Undergraduates,Single,43638.0,0,1,2012-08-06,37,201,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
542,5036,1984,28,Doctorates,Single,42710.0,1,0,2012-11-28,38,406,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
543,5547,1982,31,Doctorates,Partnered,84169.0,0,0,2013-08-07,9,1919,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
544,7822,1976,37,Undergraduates,Partnered,54058.0,0,1,2013-06-04,56,662,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0
545,8541,1990,24,Masters,Partnered,24683.0,1,0,2014-03-08,98,41,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
546,10955,1964,50,Undergraduates,Single,85620.0,0,0,2014-01-07,68,1600,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1
547,4368,1980,33,Undergraduates,Partnered,47850.0,1,0,2013-12-03,72,134,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
548,9671,1968,46,Undergraduates,Partnered,19514.0,1,1,2014-01-26,47,69,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1
549,2256,1973,41,Masters,Partnered,27159.0,1,1,2014-03-29,33,21,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
550,4279,1963,51,Masters,Single,39548.0,1,1,2014-03-31,87,54,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0
551,5371,1989,25,Undergraduates,Single,21474.0,1,0,2014-04-08,0,91,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1
552,9240,1971,43,Doctorates,Single,60504.0,0,1,2014-02-07,73,526,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0
553,9460,1963,50,Undergraduates,Partnered,22419.0,0,0,2013-04-18,74,162,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
554,9504,1949,64,Masters,Partnered,81698.0,0,0,2013-11-06,4,1008,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1
555,8692,1952,60,Undergraduates,Partnered,43462.0,1,1,2012-09-12,50,240,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0
556,448,1978,35,Doctorates,Single,54880.0,1,0,2013-03-01,57,795,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0
557,8314,1982,31,Undergraduates,Partnered,79908.0,0,0,2013-04-05,30,1772,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0
558,8420,1970,43,Masters,Partnered,15315.0,0,0,2013-08-03,27,64,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
559,3174,1959,54,Undergraduates,Partnered,87771.0,0,1,2013-05-22,61,1957,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
560,7685,1978,35,Undergraduates,Partnered,33039.0,1,0,2013-09-09,4,78,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
561,3179,1980,33,Undergraduates,Single,81741.0,0,0,2013-06-16,75,1572,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0
562,9780,1971,42,Masters,Partnered,71499.0,0,1,2013-06-25,12,795,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0
563,10681,1970,44,Masters,Partnered,62466.0,0,1,2014-01-15,13,889,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0
564,10232,1963,50,Doctorates,Single,48799.0,0,1,2013-11-05,9,331,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0
565,4184,1950,64,Doctorates,Partnered,52157.0,0,1,2014-06-07,48,265,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0
566,9120,1962,50,Undergraduates,Single,66565.0,0,1,2012-12-05,80,1065,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0
567,891,1951,62,Masters,Partnered,29298.0,1,1,2013-09-07,60,11,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0
568,10381,1979,34,Undergraduates,Single,47691.0,0,1,2013-07-05,43,21,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0
569,3525,1970,42,Undergraduates,Partnered,38200.0,1,1,2012-12-07,19,17,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
570,6818,1974,38,Undergraduates,Partnered,44989.0,0,1,2012-09-12,26,369,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
571,3526,1968,46,Doctorates,Partnered,38443.0,1,1,2014-01-27,58,38,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0
572,8181,1978,35,Masters,Single,38593.0,1,0,2013-09-13,42,177,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0
573,1029,1970,43,Doctorates,Partnered,64413.0,0,1,2013-08-01,27,279,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
574,7369,1981,32,Masters,Partnered,36959.0,1,0,2013-10-02,56,62,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0
575,2574,1977,36,Doctorates,Partnered,61996.0,0,1,2013-01-31,27,1230,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1
576,8159,1968,46,Undergraduates,Partnered,51287.0,1,1,2014-04-01,10,182,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
577,1160,1970,43,Undergraduates,Partnered,13260.0,1,1,2013-08-23,48,49,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0
578,10242,1966,47,Doctorates,Partnered,47472.0,1,1,2013-09-16,39,75,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
579,5253,1956,57,Masters,Partnered,54603.0,1,1,2013-07-09,85,227,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0
580,5966,1974,38,Doctorates,Partnered,45207.0,1,1,2012-11-10,64,215,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0
581,5314,1951,62,Undergraduates,Partnered,40689.0,0,1,2013-03-18,69,444,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
582,5081,1967,46,Masters,Partnered,47821.0,1,1,2013-10-20,54,47,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
583,5123,1951,62,Masters,Partnered,27450.0,0,0,2013-04-15,57,143,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
584,5756,1983,31,Undergraduates,Partnered,39453.0,1,0,2014-04-03,64,55,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
585,8036,1971,43,Masters,Partnered,26850.0,1,1,2014-04-18,10,63,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0
586,9058,1955,57,Undergraduates,Single,79800.0,0,0,2012-09-23,65,1867,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1
587,5057,1961,52,Masters,Partnered,61794.0,0,1,2013-09-14,74,611,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0
588,254,1955,59,Undergraduates,Partnered,53863.0,0,1,2014-05-17,4,473,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0
